id,Degerlendirme Puani
2132,43.95
2133,47.32
2134,34.98
2135,47.79
2136,34.5
2137,13.7
2138,35.55
2139,12.66
2140,20.17
2141,35.71
2142,52.26
2143,16.86
2144,33.97
2145,16.48
2146,38.03
2147,11.38
2148,20.74
2149,28.6
2150,7.46
2151,54.95
2152,11.54
2153,56.55
2154,30.36
2155,52.81
2156,19.32
2157,20.82
2158,38.55
2159,32.31
2160,39.96
2161,12.76
2162,32.66
2163,51.31
2164,45.93
2165,26.49
2166,55.55
2167,31.44
2168,23.92
2169,41.92
2170,20.59
2171,49.27
2172,17.88
2173,36.22
2174,40.12
2175,15.38
2176,39.11
2177,12.1
2178,11.73
2179,33.03
2180,14.82
2181,28.04
2182,37.05
2183,28.17
2184,57.81
2185,40.2
2186,33.7
2187,37.19
2188,27.02
2189,32.08
2190,43.28
2191,54.93
2192,46.76
2193,14.82
2194,47.07
2195,51.33
2196,50.44
2197,37.01
2198,14.77
2199,25.54
2200,24.83
2201,35.35
2202,51.91
2203,31.08
2204,31.806666666666665
2205,21.16
2206,36.02
2207,58.98
2208,36.26
2209,40.48
2210,24.07
2211,34.35
2212,32.73
2213,37.26
2214,28.9
2215,28.05
2216,44.79
2217,16.57
2218,35.31
2219,31.64
2220,12.1
2221,13.02
2222,50.21
2223,14.78
2224,9.75
2225,37.09
2226,49.58
2227,29.86
2228,51.03
2229,47.36
2230,30.58
2231,46.78
2232,4.51
2233,20.15
2234,35.62
2235,12.91
2236,40.53
2237,17.38
2238,35.41
2239,22.04
2240,47.13
2241,30.59
2242,46.16
2243,55.1
2244,51.24
2245,46.18
2246,19.17
2247,14.98
2248,32.69
2249,45.5
2250,39.49
2251,31.73
2252,10.0
2253,32.23
2254,48.85
2255,13.08
2256,10.65
2257,27.35
2258,39.47
2259,15.46
2260,49.47
2261,47.59
2262,38.53
2263,36.27
2264,28.41
2265,19.53
2266,39.63
2267,40.44
2268,34.71
2269,37.23
2270,17.62
2271,21.93
2272,31.79
2273,19.28
2274,29.28
2275,20.99
2276,30.82
2277,35.88
2278,36.64
2279,32.35
2280,16.99
2281,11.76
2282,10.06
2283,32.2425
2284,39.35
2285,22.16
2286,43.35
2287,40.86
2288,23.99
2289,30.46
2290,8.58
2291,24.2975
2292,28.22
2293,44.42
2294,10.5
2295,26.67
2296,42.36
2297,35.27
2298,40.3
2299,53.11
2300,30.71
2301,34.24
2302,35.83
2303,21.32
2304,28.69
2305,30.37
2306,26.77
2307,12.97
2308,13.94
2309,34.74
2310,36.82
2311,40.94
2312,14.28
2313,44.77
2314,41.21
2315,35.39
2316,21.57
2317,17.1
2318,31.38
2319,49.27
2320,28.05
2321,30.48
2322,10.13
2323,13.0
2324,37.8
2325,41.06
2326,21.97
2327,52.36
2328,28.59
2329,30.93
2330,51.52
2331,9.01
2332,51.14
2333,18.85
2334,34.39
2335,5.49
2336,19.97
2337,29.29
2338,21.95
2339,25.29
2340,16.93
2341,23.68
2342,34.4
2343,26.89
2344,13.32
2345,16.1
2346,35.91
2347,48.83
2348,23.05
2349,45.97
2350,33.18
2351,16.76
2352,13.19
2353,24.21
2354,27.62
2355,27.28
2356,31.61
2357,46.54
2358,10.73
2359,33.05
2360,19.16
2361,35.01
2362,36.12
2363,24.2
2364,57.28
2365,48.55
2366,52.45
2367,25.55
2368,43.48
2369,42.48
2370,54.72
2371,40.32
2372,43.87
2373,49.17
2374,7.96
2375,19.71
2376,41.38
2377,15.87
2378,37.64
2379,39.7
2380,24.84
2381,44.55
2382,29.26
2383,22.09
2384,47.88
2385,40.49
2386,36.94
2387,14.68
2388,35.54
2389,47.85
2390,34.79
2391,18.29
2392,52.92
2393,10.165
2394,20.47
2395,10.39
2396,40.82
2397,33.28
2398,23.83
2399,25.75
2400,40.28
2401,54.35
2402,53.5
2403,55.36
2404,31.01
2405,32.64
2406,22.74
2407,51.94
2408,22.8
2409,10.83
2410,42.44
2411,34.43
2412,35.11
2413,24.69
2414,27.95
2415,22.27
2416,31.26
2417,57.69
2418,24.36
2419,49.96
2420,39.53
2421,18.82
2422,55.52
2423,13.04
2424,43.51
2425,29.23
2426,27.4
2427,28.97
2428,20.34
2429,53.65
2430,38.525
2431,30.92
2432,38.17
2433,26.66
2434,12.62
2435,16.57
2436,48.48
2437,25.3
2438,11.26
2439,10.0
2440,15.36
2441,17.93
2442,13.46
2443,19.05
2444,23.78
2445,15.01
2446,34.2
2447,24.26
2448,24.91
2449,12.58
2450,9.92
2451,55.36
2452,32.1
2453,35.05
2454,46.98
2455,16.34
2456,51.46
2457,17.73
2458,21.42
2459,13.4
2460,13.31
2461,21.56
2462,13.01
2463,42.4
2464,38.63
2465,45.83
2466,15.19
2467,26.87
2468,12.97
2469,25.07
2470,34.58
2471,34.2
2472,38.99
2473,25.05
2474,20.4
2475,12.11
2476,54.19
2477,26.03
2478,25.53
2479,39.12
2480,41.0
2481,48.82
2482,46.54
2483,55.89
2484,10.08
2485,43.9
2486,35.52
2487,20.97
2488,25.48
2489,22.31
2490,50.3
2491,23.32
2492,52.29
2493,19.47
2494,21.06
2495,30.37
2496,55.26
2497,15.18
2498,9.66
2499,23.3
2500,39.26
2501,47.5
2502,33.42
2503,30.56
2504,33.16
2505,32.02
2506,30.12
2507,29.7
2508,44.87
2509,40.92
2510,49.84
2511,25.9
2512,32.26
2513,43.55
2514,23.13
2515,22.22
2516,9.48
2517,37.65
2518,26.87
2519,48.9
2520,11.91
2521,21.32
2522,50.26
2523,24.34
2524,14.23
2525,41.69
2526,23.48
2527,32.46
2528,41.51
2529,51.95
2530,23.13
2531,24.21
2532,8.2
2533,9.24
2534,16.75
2535,52.91
2536,17.04
2537,20.98
2538,23.88
2539,42.65
2540,44.37
2541,48.66
2542,18.46
2543,52.35
2544,28.66
2545,25.11
2546,39.6
2547,47.7
2548,52.78
2549,24.89
2550,34.45
2551,57.41
2552,12.38
2553,38.69
2554,22.41
2555,46.38
2556,56.48
2557,27.77
2558,44.97
2559,7.54
2560,47.9
2561,49.66
2562,35.73
2563,14.58
2564,18.42
2565,37.02
2566,21.68
2567,23.78
2568,20.51
2569,32.52
2570,32.43
2571,31.7
2572,39.91
2573,36.85
2574,35.68
2575,34.4
2576,45.27
2577,50.67
2578,34.56
2579,42.5
2580,44.69
2581,34.56
2582,35.31
2583,19.44
2584,37.18
2585,32.4
2586,52.48
2587,51.1
2588,37.02
2589,37.56
2590,25.21
2591,33.13
2592,23.45
2593,12.45
2594,38.25
2595,38.32
2596,28.26
2597,44.25
2598,53.2
2599,34.87
2600,27.41
2601,21.19
2602,45.46
2603,48.34
2604,12.35
2605,39.84
2606,38.61
2607,9.31
2608,40.37
2609,19.5
2610,21.43
2611,36.67
2612,20.52
2613,18.56
2614,23.26
2615,48.06
2616,24.36
2617,14.07
2618,34.1
2619,32.29
2620,33.83
2621,28.48
2622,56.14
2623,40.97
2624,33.0
2625,19.68
2626,30.23
2627,23.54
2628,19.72
2629,38.89
2630,13.41
2631,28.28
2632,29.85
2633,24.66
2634,24.98
2635,22.88
2636,12.07
2637,33.88
2638,44.26
2639,8.93
2640,9.79
2641,30.35
2642,32.005
2643,32.18
2644,41.7
2645,33.24
2646,28.18
2647,36.05
2648,52.77
2649,10.25
2650,42.65
2651,30.0
2652,40.12
2653,20.68
2654,10.96
2655,31.29
2656,38.61
2657,22.53
2658,52.76
2659,42.67
2660,51.97
2661,35.85
2662,5.06
2663,43.86
2664,54.86
2665,44.08
2666,8.1
2667,23.43
2668,14.5
2669,18.02
2670,22.42
2671,40.94
2672,25.89
2673,20.39
2674,26.06
2675,22.6
2676,14.88
2677,32.33
2678,29.01
2679,21.59
2680,31.92
2681,12.67
2682,30.85
2683,38.03
2684,46.99
2685,31.41
2686,35.77
2687,39.15
2688,60.68
2689,36.6
2690,34.82
2691,11.82
2692,31.79
2693,47.94
2694,22.92
2695,41.21
2696,43.89
2697,48.51
2698,43.8
2699,34.11
2700,44.57
2701,12.56
2702,56.33
2703,37.37
2704,47.41
2705,38.69
2706,50.77
2707,50.55
2708,20.91
2709,53.05
2710,38.22
2711,26.4
2712,43.53
2713,22.68
2714,31.53
2715,29.35
2716,27.03
2717,44.2
2718,14.84
2719,32.86
2720,28.15
2721,48.94
2722,13.19
2723,9.35
2724,22.03
2725,34.14
2726,14.79
2727,42.12
2728,20.95
2729,29.7
2730,28.5
2731,33.51
2732,35.71
2733,52.09
2734,38.58
2735,24.64
2736,31.83
2737,11.2
2738,35.54
2739,13.02
2740,32.22
2741,32.8
2742,44.43
2743,50.89
2744,45.65
2745,43.57
2746,35.61
2747,32.25
2748,39.72
2749,53.86
2750,38.28
2751,8.67
2752,39.135
2753,46.5
2754,23.86
2755,36.27
2756,12.94
2757,50.0
2758,44.45
2759,54.84
2760,17.33
2761,34.84
2762,38.2
2763,11.1
2764,33.75
2765,31.46
2766,23.01
2767,35.96
2768,45.5
2769,17.86
2770,39.42
2771,56.74
2772,28.85
2773,40.03
2774,13.9
2775,27.06
2776,16.67
2777,16.54
2778,23.98
2779,45.16
2780,14.91
2781,26.42
2782,35.86
2783,29.2
2784,41.64
2785,39.83
2786,39.09
2787,14.83
2788,52.04
2789,57.04
2790,20.02
2791,16.9
2792,23.79
2793,55.14
2794,13.36
2795,22.59
2796,37.44
2797,40.07
2798,34.13
2799,39.86
2800,16.5
2801,14.4
2802,35.3
2803,20.47
2804,33.25
2805,33.49
2806,16.18
2807,13.91
2808,23.1
2809,44.0
2810,20.15
2811,32.04
2812,42.18
2813,31.77
2814,42.37
2815,33.09
2816,30.36
2817,34.46
2818,20.53
2819,9.79
2820,27.88
2821,43.39
2822,20.05
2823,45.13
2824,40.19
2825,26.32
2826,6.63
2827,33.6
2828,34.65
2829,47.98
2830,32.861666666666665
2831,42.46
2832,50.91
2833,33.57
2834,35.39
2835,43.7
2836,19.6
2837,49.67
2838,39.21
2839,20.33
2840,12.08
2841,23.26
2842,48.03
2843,49.66
2844,47.41
2845,36.06
2846,47.77
2847,48.04
2848,24.55
2849,26.99
2850,14.41
2851,56.88
2852,52.97
2853,21.81
2854,39.68
2855,20.23
2856,39.46
2857,50.84
2858,20.02
2859,23.7
2860,23.85
2861,45.41
2862,35.135
2863,44.89
2864,47.63
2865,44.06
2866,16.6
2867,35.56
2868,21.87
2869,46.94
2870,38.43
2871,47.56
2872,33.58
2873,21.9
2874,23.69
2875,48.82
2876,13.17
2877,28.77
2878,34.07
2879,12.63
2880,52.8
2881,38.52666666666667
2882,20.73
2883,24.97
2884,59.14
2885,15.29
2886,14.16
2887,14.27
2888,48.93
2889,13.95
2890,47.05
2891,26.84
2892,35.74
2893,46.21
2894,12.56
2895,24.01
2896,61.47
2897,48.42
2898,17.29
2899,45.55
2900,17.68
2901,27.63
2902,15.73
2903,14.53
2904,23.74
2905,62.21
2906,12.65
2907,34.87
2908,44.39
2909,28.52
2910,23.13
2911,38.6
2912,16.45
2913,10.44
2914,42.25
2915,28.0
2916,37.24
2917,35.12
2918,19.59
2919,13.91
2920,10.44
2921,34.01
2922,23.15
2923,35.13
2924,14.99
2925,10.66
2926,25.49
2927,37.38
2928,11.93
2929,34.38
2930,37.32
2931,56.84
2932,20.59
2933,50.19
2934,29.33
2935,21.72
2936,26.71
2937,28.99
2938,12.21
2939,24.47
2940,39.605
2941,33.79
2942,51.33
2943,19.54
2944,17.83
2945,10.74
2946,23.43
2947,7.36
2948,15.98
2949,16.03
2950,26.15
2951,22.31
2952,28.21
2953,12.34
2954,35.93
2955,40.84
2956,33.05
2957,20.54
2958,19.92
2959,38.75
2960,10.28
2961,37.82
2962,43.72
2963,28.55
2964,14.14
2965,26.03
2966,36.95
2967,25.66
2968,33.66
2969,17.11
2970,34.75
2971,25.31
2972,23.95
2973,32.75
2974,30.58
2975,10.24
2976,35.1
2977,20.52
2978,35.08
2979,54.69
2980,25.62
2981,46.05
2982,23.27
2983,29.9
2984,36.55
2985,46.1
2986,13.95
2987,29.47
2988,45.91
2989,47.94
2990,16.75
2991,40.17
2992,39.165
2993,29.73
2994,43.64
2995,47.52
2996,27.67
2997,26.3
2998,13.63
2999,39.2
3000,54.73
3001,35.73
3002,42.21
3003,12.58
3004,49.13
3005,12.37
3006,31.42
3007,40.24
3008,52.17
3009,56.85
3010,32.66
3011,37.1
3012,32.06
3013,36.94
3014,18.84
3015,18.34
3016,55.68
3017,25.0
3018,39.99
3019,31.1
3020,21.27
3021,33.27
3022,43.71
3023,9.35
3024,49.54
3025,13.31
3026,27.47
3027,18.24
3028,13.93
3029,47.06
3030,21.47
3031,13.34
3032,27.28
3033,46.57
3034,28.6
3035,30.22
3036,16.84
3037,45.04
3038,44.62
3039,43.43
3040,19.13
3041,45.92
3042,31.93
3043,27.72
3044,47.27
3045,17.55
3046,32.0
3047,45.25
3048,30.3
3049,25.46
3050,35.84
3051,35.94
3052,47.18
3053,41.02
3054,9.88
3055,25.39
3056,24.86
3057,22.16
3058,36.09
3059,50.22
3060,24.31
3061,45.75
3062,21.1
3063,42.02
3064,33.03
3065,10.0
3066,19.65
3067,44.5
3068,12.66
3069,43.18
3070,60.71
3071,50.24
3072,35.57
3073,40.96
3074,45.33
3075,21.6
3076,32.16
3077,32.39
3078,40.38
3079,55.55
3080,30.63
3081,35.88
3082,24.53
3083,33.59
3084,43.22
3085,12.34
3086,50.48
3087,23.08
3088,47.08
3089,43.52
3090,13.96
3091,30.62
3092,35.86
3093,51.08
3094,30.7
3095,40.41
3096,29.64
3097,44.05
3098,43.55
3099,28.25
3100,35.31
3101,34.58
3102,34.49
3103,45.48
3104,38.41714285714286
3105,23.8
3106,40.34
3107,11.57
3108,51.41
3109,43.07
3110,24.57
3111,55.38
3112,30.35
3113,22.46
3114,29.53
3115,48.63
3116,31.84
3117,22.2
3118,24.51
3119,33.53
3120,33.81
3121,35.38
3122,45.96
3123,29.8
3124,38.22
3125,36.61
3126,17.92
3127,39.81
3128,10.52
3129,50.54
3130,48.27
3131,26.89
3132,32.14
3133,6.26
3134,49.49
3135,36.73
3136,28.25
3137,36.54
3138,34.59
3139,30.07
3140,23.49
3141,51.12
3142,42.81
3143,33.89
3144,17.93
3145,32.59
3146,36.97
3147,24.32
3148,9.38
3149,21.05
3150,42.01
3151,37.82
3152,22.68
3153,47.93
3154,35.8
3155,37.45
3156,46.03
3157,29.1
3158,20.23
3159,53.02
3160,24.11
3161,59.95
3162,16.67
3163,26.7
3164,26.49
3165,43.81
3166,34.39
3167,57.07
3168,58.99
3169,17.43
3170,24.44
3171,19.13
3172,47.4
3173,44.11
3174,49.18
3175,32.73
3176,43.16
3177,11.34
3178,42.66
3179,10.8
3180,36.89
3181,15.11
3182,19.64
3183,55.59
3184,26.88
3185,19.31
3186,48.4
3187,51.94
3188,32.25
3189,35.94
3190,37.79
3191,60.99
3192,10.79
3193,22.09
3194,29.97
3195,19.59
3196,33.41
3197,44.95
3198,43.16
3199,41.51
3200,17.28
3201,20.65
3202,9.05
3203,7.02
3204,22.86
3205,37.37
3206,47.85
3207,51.86
3208,14.92
3209,10.56
3210,22.06
3211,38.36
3212,45.22
3213,38.53
3214,37.79
3215,46.37
3216,57.74
3217,6.75
3218,12.18
3219,43.19
3220,42.06
3221,45.36
3222,13.83
3223,45.94
3224,46.66
3225,52.44
3226,37.75
3227,57.59
3228,46.95
3229,47.1
3230,23.04
3231,5.57
3232,22.37
3233,27.69
3234,40.2
3235,42.35
3236,20.26
3237,30.83
3238,15.49
3239,43.86
3240,19.15
3241,22.67
3242,33.16
3243,26.7
3244,35.84
3245,25.44
3246,45.6225
3247,11.79
3248,21.49
3249,42.88
3250,54.24
3251,30.46
3252,44.54
3253,57.32
3254,49.04
3255,52.13
3256,11.13
3257,34.53
3258,37.31
3259,15.4
3260,11.83
3261,13.14
3262,23.95
3263,20.45
3264,27.91
3265,49.04
3266,51.78
3267,22.81
3268,31.42
3269,51.1
3270,38.55
3271,50.89
3272,32.38
3273,10.15
3274,22.88
3275,42.52
3276,31.31
3277,39.72
3278,14.31
3279,34.73
3280,41.97
3281,25.51
3282,24.92
3283,24.74
3284,30.51
3285,57.6
3286,48.31
3287,47.79
3288,23.8
3289,37.43
3290,12.85
3291,14.63
3292,33.25
3293,17.9
3294,35.31
3295,52.45
3296,34.67
3297,17.74
3298,21.57
3299,26.04
3300,45.14
3301,23.69
3302,22.68
3303,44.08
3304,29.28
3305,40.8
3306,20.58
3307,54.88
3308,33.28
3309,55.82
3310,13.29
3311,24.37
3312,40.17
3313,44.22
3314,52.69
3315,37.65
3316,36.98
3317,46.79
3318,28.87
3319,52.98
3320,28.14
3321,9.78
3322,46.31
3323,20.8
3324,28.24
3325,47.62
3326,11.55
3327,44.11
3328,14.63
3329,49.87
3330,37.98
3331,38.68
3332,32.41
3333,11.5
3334,17.2
3335,21.12
3336,23.71
3337,27.12
3338,35.03
3339,36.9
3340,37.78
3341,27.43
3342,14.66
3343,43.92
3344,21.78
3345,29.92
3346,25.38
3347,21.63
3348,35.03
3349,16.5
3350,44.24
3351,33.34
3352,20.27
3353,45.11
3354,44.89
3355,39.79
3356,41.74
3357,22.94
3358,19.87
3359,54.98
3360,36.44
3361,21.27
3362,22.6
3363,40.43
3364,33.39
3365,34.8
3366,50.14
3367,58.07
3368,17.97
3369,15.09
3370,10.22
3371,27.06
3372,21.37
3373,40.3
3374,21.16
3375,22.15
3376,15.18
3377,44.87
3378,17.82
3379,35.58
3380,38.23
3381,27.87
3382,42.2
3383,36.29
3384,18.98
3385,26.98
3386,19.52
3387,24.02
3388,43.91
3389,29.57
3390,13.6
3391,50.17
3392,12.71
3393,46.08
3394,36.55
3395,58.46
3396,45.11
3397,56.23
3398,55.71
3399,10.7
3400,36.24
3401,36.11
3402,6.38
3403,31.12
3404,25.55
3405,18.4
3406,42.2
3407,50.96
3408,21.73
3409,35.25
3410,14.07
3411,23.83
3412,39.44
3413,58.14
3414,44.48
3415,33.53
3416,25.98
3417,43.06
3418,13.66
3419,33.44
3420,14.92
3421,30.95
3422,33.66
3423,22.18
3424,10.145
3425,27.92
3426,49.76
3427,16.34
3428,29.4
3429,33.85
3430,36.44
3431,15.68
3432,38.33
3433,31.92
3434,26.74
3435,8.6
3436,11.55
3437,21.76
3438,54.7
3439,31.59
3440,33.96
3441,23.21
3442,18.71
3443,17.81
3444,19.99
3445,40.74
3446,37.31
3447,43.62
3448,32.47
3449,32.43
3450,39.67
3451,20.28
3452,35.94
3453,37.3
3454,13.02
3455,37.21
3456,23.62
3457,15.01
3458,17.74
3459,36.29
3460,27.68
3461,52.65
3462,53.52
3463,43.07
3464,31.93
3465,34.82
3466,44.13
3467,20.49
3468,8.0
3469,24.93
3470,19.79
3471,12.35
3472,36.9
3473,21.05
3474,13.33
3475,40.78
3476,9.06
3477,12.02
3478,51.57
3479,45.14
3480,36.07
3481,24.47
3482,15.48
3483,30.27
3484,23.46
3485,28.68
3486,58.06
3487,17.23
3488,22.19
3489,45.12
3490,23.27
3491,22.34
3492,42.36
3493,38.35
3494,52.992
3495,37.50666666666667
3496,14.49
3497,29.38
3498,35.55
3499,45.34
3500,50.4
3501,10.79
3502,19.15
3503,36.05
3504,11.64
3505,49.14
3506,35.42
3507,36.5
3508,42.38
3509,23.09
3510,34.4
3511,39.44
3512,19.51
3513,38.75
3514,52.24
3515,49.52
3516,46.68
3517,45.33
3518,24.28
3519,49.52
3520,44.87
3521,11.89
3522,53.04
3523,16.61
3524,38.78
3525,14.47
3526,49.1
3527,17.47
3528,35.53
3529,49.4
3530,31.26
3531,10.83
3532,26.25
3533,53.29
3534,40.62
3535,12.99
3536,49.47
3537,32.89
3538,30.96
3539,14.71
3540,10.41
3541,43.89
3542,45.45
3543,46.0
3544,38.3
3545,24.36
3546,27.47
3547,8.39
3548,30.82
3549,42.36
3550,21.35
3551,50.94
3552,50.17
3553,34.87
3554,19.1
3555,15.04
3556,19.97
3557,28.23
3558,43.97
3559,32.5
3560,16.46
3561,50.54
3562,31.51
3563,36.86
3564,11.63
3565,8.02
3566,24.49
3567,9.32
3568,57.33
3569,46.55
3570,18.23
3571,34.04
3572,41.44
3573,37.01
3574,25.23
3575,28.55
3576,44.36
3577,43.88
3578,54.54
3579,26.31
3580,43.05
3581,40.65
3582,33.52
3583,20.03
3584,28.59
3585,31.15
3586,5.2
3587,19.65
3588,40.65166666666667
3589,53.38
3590,45.29
3591,31.36
3592,44.88
3593,14.22
3594,17.16
3595,37.4
3596,10.96
3597,7.11
3598,29.29
3599,20.83
3600,26.04
3601,31.97
3602,53.06
3603,7.72
3604,51.47
3605,11.12
3606,44.64
3607,43.51
3608,51.37
3609,43.65
3610,42.24
3611,9.03
3612,47.92
3613,46.64
3614,30.3
3615,31.3
3616,30.44
3617,14.47
3618,26.06
3619,56.88
3620,48.79
3621,31.85
3622,13.84
3623,38.97
3624,25.61
3625,40.15
3626,35.21
3627,32.27
3628,26.46
3629,50.59
3630,30.95
3631,7.7
3632,42.29
3633,53.71
3634,26.04
3635,38.59
3636,35.86
3637,26.37
3638,24.76
3639,17.59
3640,31.85
3641,12.08
3642,24.64
3643,35.67
3644,54.45
3645,45.27
3646,42.41
3647,26.3
3648,54.8
3649,42.58
3650,32.70333333333333
3651,25.28
3652,38.59
3653,54.83
3654,55.75
3655,21.66
3656,21.89
3657,24.44
3658,42.79
3659,33.65
3660,47.77
3661,38.33
3662,13.47
3663,15.79
3664,20.82
3665,46.41
3666,26.95
3667,26.73
3668,45.24
3669,23.07
3670,29.22
3671,17.64
3672,31.74
3673,37.1
3674,27.54
3675,32.33
3676,45.15
3677,18.36
3678,29.91
3679,48.19
3680,39.25
3681,39.08
3682,28.36
3683,34.43
3684,32.95
3685,35.6
3686,31.68
3687,7.82
3688,12.62
3689,13.09
3690,9.6
3691,28.41
3692,12.19
3693,28.2
3694,22.04
3695,31.08
3696,39.29
3697,26.34
3698,35.18
3699,14.38
3700,38.6
3701,17.78
3702,52.18
3703,27.47
3704,32.93666666666667
3705,47.3
3706,42.87
3707,21.02
3708,14.67
3709,32.38
3710,6.12
3711,26.05
3712,47.33
3713,54.1
3714,46.41
3715,32.81
3716,51.1
3717,34.07
3718,42.03
3719,23.57
3720,52.01
3721,25.65
3722,24.73
3723,33.22
3724,21.97
3725,8.85
3726,43.99
3727,32.73
3728,12.77
3729,36.99
3730,51.23
3731,12.62
3732,31.87
3733,37.5
3734,36.22
3735,19.88
3736,36.33
3737,51.22
3738,36.96
3739,9.77
3740,18.59
3741,35.11
3742,23.68
3743,20.79
3744,23.07
3745,51.03
3746,57.95
3747,12.74
3748,37.2
3749,33.11
3750,40.62
3751,20.57
3752,53.71
3753,17.81
3754,14.34
3755,20.4
3756,35.36
3757,16.41
3758,45.02
3759,15.52
3760,13.35
3761,43.41
3762,32.16666666666667
3763,32.75
3764,44.79
3765,46.4
3766,16.2
3767,40.02
3768,39.325
3769,13.38
3770,19.3
3771,24.19
3772,37.45
3773,57.18
3774,37.27
3775,19.26
3776,16.57
3777,38.66
3778,20.16
3779,12.78
3780,29.78
3781,29.07
3782,21.62
3783,40.54
3784,51.03
3785,12.41
3786,14.09
3787,25.17
3788,42.43
3789,39.77
3790,51.72
3791,25.97
3792,13.18
3793,12.9
3794,53.12
3795,17.16
3796,45.44
3797,39.41
3798,16.26
3799,30.95
3800,30.88
3801,36.82
3802,45.39
3803,13.38
3804,36.86
3805,33.1975
3806,58.97
3807,28.67
3808,8.95
3809,14.48
3810,26.4
3811,33.61
3812,35.03
3813,27.9
3814,56.23
3815,37.43
3816,14.64
3817,30.49
3818,56.89
3819,32.26
3820,39.01
3821,22.98
3822,23.89
3823,44.78
3824,55.2
3825,57.77
3826,6.07
3827,33.39
3828,36.73
3829,46.51
3830,32.03
3831,43.9
3832,11.71
3833,26.39
3834,48.91
3835,19.83
3836,44.96
3837,34.55
3838,34.42
3839,41.25
3840,37.99
3841,14.52
3842,32.62
3843,20.66
3844,11.68
3845,19.13
3846,39.31
3847,53.07
3848,43.23
3849,14.27
3850,21.96
3851,18.18
3852,54.42
3853,52.33
3854,25.96
3855,41.44
3856,34.63
3857,54.51
3858,30.01
3859,20.99
3860,43.1
3861,21.98
3862,17.97
3863,57.39
3864,46.63
3865,37.63
3866,23.61
3867,32.9
3868,23.75
3869,26.01
3870,19.06
3871,32.58
3872,20.76
3873,41.57
3874,14.32
3875,23.49
3876,40.18
3877,48.77
3878,11.01
3879,13.37
3880,48.42
3881,44.18
3882,17.9
3883,34.39
3884,5.13
3885,50.99
3886,17.71
3887,24.6
3888,33.63
3889,14.26
3890,35.93
3891,18.66
3892,50.65
3893,39.96
3894,17.17
3895,42.14
3896,26.69
3897,29.92
3898,25.87
3899,37.39
3900,10.85
3901,12.72
3902,34.25
3903,23.89
3904,19.89
3905,10.59
3906,52.09
3907,32.0
3908,30.75
3909,33.79
3910,30.15
3911,23.56
3912,47.34
3913,20.09
3914,50.8
3915,51.26
3916,11.03
3917,38.96
3918,32.16
3919,38.48
3920,33.3
3921,40.42
3922,30.52
3923,23.71
3924,19.53
3925,41.05
3926,38.54
3927,21.83
3928,37.07333333333333
3929,32.2
3930,40.07
3931,20.32
3932,55.71
3933,34.24
3934,6.65
3935,8.47
3936,40.19
3937,44.62
3938,23.69
3939,50.77
3940,21.74
3941,9.77
3942,25.2
3943,50.04
3944,35.95
3945,26.54
3946,37.38
3947,42.85
3948,43.57
3949,46.94
3950,45.85
3951,57.11
3952,46.83
3953,35.49
3954,29.1
3955,30.16
3956,43.85
3957,10.34
3958,10.66
3959,19.65
3960,5.78
3961,38.11
3962,43.7
3963,28.44
3964,20.76
3965,22.13
3966,13.77
3967,39.24
3968,52.52
3969,29.97
3970,55.22
3971,49.26
3972,15.42
3973,33.9
3974,24.83
3975,36.62
3976,19.42
3977,47.84
3978,51.9
3979,31.76
3980,50.32
3981,34.14
3982,40.97
3983,38.22
3984,55.59
3985,19.02
3986,55.05
3987,23.11
3988,20.08
3989,7.44
3990,13.5
3991,47.64
3992,33.74
3993,39.79
3994,41.13
3995,42.22
3996,34.56
3997,14.95
3998,45.03
3999,41.02
4000,22.06
4001,49.06
4002,20.12
4003,36.84
4004,38.21
4005,32.17
4006,42.36
4007,28.07
4008,50.12
4009,21.42
4010,24.1
4011,36.82
4012,26.21
4013,21.34
4014,41.23
4015,12.78
4016,12.58
4017,48.96
4018,27.56
4019,35.35
4020,49.7
4021,18.67
4022,18.525
4023,44.07
4024,11.36
4025,48.82
4026,44.34
4027,49.31
4028,34.37
4029,37.15
4030,44.87
4031,23.44
4032,31.04
4033,28.46
4034,29.89
4035,24.62
4036,23.52
4037,25.87
4038,21.34
4039,33.27
4040,40.58
4041,8.35
4042,34.73
4043,20.67
4044,15.06
4045,15.81
4046,56.1
4047,37.07
4048,40.15
4049,32.24
4050,51.48
4051,35.83
4052,40.56
4053,60.48
4054,33.97
4055,52.8
4056,32.85
4057,42.91
4058,34.21
4059,35.66
4060,24.41
4061,20.01
4062,55.16
4063,36.19
4064,44.02
4065,36.38
4066,20.81
4067,32.21
4068,20.28
4069,32.21
4070,35.8
4071,53.71
4072,20.04
4073,38.35
4074,42.06
4075,36.69
4076,36.66
4077,35.31
4078,36.27
4079,25.41
4080,40.85
4081,9.14
4082,50.36
4083,34.71
4084,28.31
4085,36.9
4086,45.83
4087,27.61
4088,8.98
4089,33.71
4090,55.68
4091,46.91
4092,40.03
4093,54.56
4094,25.28
4095,50.17
4096,55.6
4097,36.66
4098,8.27
4099,46.33
4100,23.34
4101,19.53
4102,47.07
4103,15.93
4104,31.66
4105,33.54
4106,9.79
4107,29.34
4108,32.26
4109,51.11
4110,22.16
4111,29.6
4112,29.36
4113,13.0
4114,23.86
4115,14.02
4116,18.74
4117,54.4
4118,36.2
4119,39.01
4120,19.48
4121,52.47
4122,18.04
